#,Iteration,Response
1,0,1
2,0,1
3,0,1
4,0,1
5,0,3
6,0,4
7,0,2
8,0,1
9,0,1
10,0,1
11,0,2
12,0,1
13,0,1
14,0,1
15,0,5
16,0,5
17,0,1
1,1,1
2,1,1
3,1,1
4,1,1
5,1,3
6,1,3
7,1,2
8,1,2
9,1,1
10,1,1
11,1,2
12,1,1
13,1,1
14,1,1
15,1,5
16,1,5
17,1,1
1,2,1
2,2,1
3,2,1
4,2,1
5,2,3
6,2,4
7,2,2
8,2,2
9,2,1
10,2,1
11,2,3
12,2,1
13,2,1
14,2,1
15,2,5
16,2,5
17,2,1
1,3,1
2,3,2
3,3,1
4,3,1
5,3,3
6,3,3
7,3,2
8,3,2
9,3,1
10,3,1
11,3,3
12,3,1
13,3,1
14,3,1
15,3,5
16,3,5
17,3,1
1,4,1
2,4,1
3,4,1
4,4,1
5,4,3
6,4,3
7,4,2
8,4,1
9,4,1
10,4,1
11,4,2
12,4,1
13,4,1
14,4,1
15,4,5
16,4,5
17,4,1
1,5,1
2,5,2
3,5,1
4,5,1
5,5,3
6,5,4
7,5,3
8,5,1
9,5,1
10,5,1
11,5,2
12,5,1
13,5,1
14,5,1
15,5,5
16,5,5
17,5,1
1,6,1
2,6,2
3,6,1
4,6,1
5,6,3
6,6,4
7,6,3
8,6,2
9,6,1
10,6,1
11,6,3
12,6,1
13,6,1
14,6,2
15,6,5
16,6,5
17,6,1
1,7,1
2,7,1
3,7,1
4,7,1
5,7,3
6,7,3
7,7,2
8,7,2
9,7,1
10,7,1
11,7,3
12,7,1
13,7,1
14,7,1
15,7,5
16,7,5
17,7,1
1,8,1
2,8,1
3,8,1
4,8,1
5,8,3
6,8,3
7,8,2
8,8,2
9,8,1
10,8,1
11,8,2
12,8,1
13,8,1
14,8,1
15,8,5
16,8,5
17,8,1
1,9,1
2,9,1
3,9,1
4,9,1
5,9,3
6,9,3
7,9,2
8,9,2
9,9,1
10,9,1
11,9,2
12,9,1
13,9,1
14,9,1
15,9,5
16,9,5
17,9,1
1,10,1
2,10,2
3,10,1
4,10,1
5,10,3
6,10,4
7,10,2
8,10,2
9,10,1
10,10,1
11,10,3
12,10,1
13,10,1
14,10,1
15,10,5
16,10,5
17,10,1
1,11,1
2,11,2
3,11,1
4,11,1
5,11,3
6,11,4
7,11,2
8,11,2
9,11,1
10,11,1
11,11,3
12,11,1
13,11,1
14,11,1
15,11,5
16,11,5
17,11,1
1,12,1
2,12,1
3,12,1
4,12,1
5,12,3
6,12,3
7,12,2
8,12,2
9,12,1
10,12,1
11,12,2
12,12,1
13,12,1
14,12,1
15,12,5
16,12,5
17,12,1
1,13,1
2,13,1
3,13,1
4,13,1
5,13,3
6,13,3
7,13,2
8,13,2
9,13,1
10,13,1
11,13,2
12,13,1
13,13,1
14,13,1
15,13,5
16,13,5
17,13,1
1,14,1
2,14,1
3,14,1
4,14,1
5,14,3
6,14,3
7,14,2
8,14,2
9,14,1
10,14,1
11,14,3
12,14,1
13,14,1
14,14,1
15,14,5
16,14,5
17,14,1
1,15,1
2,15,1
3,15,1
4,15,1
5,15,3
6,15,4
7,15,2
8,15,2
9,15,1
10,15,1
11,15,3
12,15,1
13,15,1
14,15,1
15,15,5
16,15,5
17,15,1
1,16,1
2,16,1
3,16,1
4,16,1
5,16,3
6,16,4
7,16,2
8,16,2
9,16,1
10,16,1
11,16,3
12,16,1
13,16,1
14,16,1
15,16,5
16,16,5
7,16,1
1,17,1
2,17,1
3,17,1
4,17,1
5,17,3
6,17,4
7,17,2
8,17,2
9,17,1
10,17,1
11,17,3
12,17,1
13,17,1
14,17,1
15,17,5
16,17,5
17,17,1
1,18,1
2,18,2
3,18,1
4,18,1
5,18,3
6,18,3
7,18,2
8,18,2
9,18,1
10,18,1
11,18,2
12,18,1
13,18,1
14,18,1
15,18,5
16,18,5
17,18,1
1,19,1
2,19,1
3,19,1
4,19,1
5,19,3
6,19,3
7,19,2
8,19,2
9,19,1
10,19,1
11,19,2
12,19,1
13,19,1
14,19,1
15,19,5
16,19,5
17,19,1
1,20,1
2,20,1
3,20,1
4,20,1
5,20,3
6,20,3
7,20,2
8,20,2
9,20,1
10,20,1
11,20,2
12,20,1
13,20,1
14,20,1
15,20,5
16,20,5
17,20,1
1,21,1
2,21,1
3,21,1
4,21,1
5,21,3
6,21,4
7,21,2
8,21,2
9,21,1
10,21,1
11,21,3
12,21,1
13,21,1
14,21,1
15,21,5
16,21,5
17,21,1
1,22,1
2,22,2
3,22,1
4,22,1
5,22,3
6,22,4
7,22,2
8,22,2
9,22,1
10,22,1
11,22,3
12,22,1
13,22,1
14,22,1
15,22,5
16,22,5
17,22,1
1,23,1
2,23,1
3,23,1
4,23,1
5,23,3
6,23,4
7,23,2
8,23,2
9,23,1
10,23,1
11,23,3
12,23,1
13,23,1
14,23,1
15,23,5
16,23,5
17,23,1
1,24,1
2,24,2
3,24,1
4,24,1
5,24,3
6,24,3
7,24,2
8,24,2
9,24,1
10,24,1
11,24,2
12,24,1
13,24,1
14,24,1
15,24,5
16,24,5
17,24,1
1,25,1
2,25,1
3,25,1
4,25,1
5,25,3
6,25,4
7,25,2
8,25,2
9,25,1
10,25,1
11,25,3
12,25,1
13,25,1
14,25,1
15,25,5
16,25,5
17,25,1
1,26,1
2,26,1
3,26,1
4,26,1
5,26,3
6,26,3
7,26,2
8,26,2
9,26,1
10,26,1
11,26,2
12,26,1
13,26,1
14,26,1
15,26,5
16,26,5
17,26,1
1,27,1
2,27,1
3,27,1
4,27,1
5,27,3
6,27,3
7,27,2
8,27,2
9,27,1
10,27,1
11,27,2
12,27,1
13,27,1
14,27,1
15,27,5
16,27,5
17,27,1
1,28,1
2,28,1
3,28,1
4,28,1
5,28,3
6,28,3
7,28,2
8,28,2
9,28,1
10,28,1
11,28,2
12,28,1
13,28,1
14,28,1
15,28,5
16,28,5
17,28,1
1,29,1
2,29,1
3,29,1
4,29,1
5,29,3
6,29,3
7,29,2
8,29,2
9,29,1
10,29,1
11,29,2
12,29,1
13,29,1
14,29,1
15,29,5
16,29,5
17,29,1
1,30,1
2,30,1
3,30,1
4,30,1
5,30,3
6,30,3
7,30,2
8,30,2
9,30,1
10,30,1
11,30,2
12,30,1
13,30,1
14,30,1
15,30,5
16,30,5
17,30,1
1,31,1
2,31,1
3,31,1
4,31,1
5,31,3
6,31,3
7,31,2
8,31,2
9,31,1
10,31,1
11,31,2
12,31,1
13,31,1
14,31,1
15,31,5
16,31,5
17,31,1
1,32,1
2,32,1
3,32,1
4,32,1
5,32,3
6,32,3
7,32,2
8,32,2
9,32,1
10,32,1
11,32,2
12,32,1
13,32,1
14,32,1
15,32,5
16,32,5
17,32,1
1,33,1
2,33,1
3,33,1
4,33,1
5,33,3
6,33,3
7,33,2
8,33,2
9,33,1
10,33,1
11,33,2
12,33,1
13,33,1
14,33,1
15,33,5
16,33,5
17,33,1
1,34,1
2,34,1
3,34,1
4,34,1
5,34,3
6,34,3
7,34,2
8,34,2
9,34,1
10,34,1
11,34,2
12,34,1
13,34,1
14,34,1
15,34,5
16,34,5
17,34,1
1,35,1
2,35,1
3,35,1
4,35,1
5,35,3
6,35,3
7,35,2
8,35,2
9,35,1
10,35,1
11,35,3
12,35,1
13,35,1
14,35,1
15,35,5
16,35,5
17,35,1
1,36,1
2,36,1
3,36,1
4,36,1
5,36,3
6,36,3
7,36,2
8,36,2
9,36,1
10,36,1
11,36,3
12,36,1
13,36,1
14,36,1
15,36,5
16,36,5
17,36,1
1,37,1
2,37,1
3,37,1
4,37,1
5,37,3
6,37,3
7,37,2
8,37,2
9,37,1
10,37,1
11,37,3
12,37,1
13,37,1
14,37,1
15,37,5
16,37,5
17,37,1
1,38,1
2,38,1
3,38,1
4,38,1
5,38,3
6,38,4
7,38,2
8,38,2
9,38,1
10,38,1
11,38,3
12,38,1
