#,Iteration,Response
1,0,2
2,0,1
3,0,2
4,0,2
5,0,2
6,0,2
7,0,2
8,0,4
9,0,2
10,0,2
11,0,2
12,0,2
13,0,2
14,0,3
15,0,2
16,0,2
17,0,2
18,0,2
19,0,3
20,0,2
21,0,3
22,0,2
23,0,2
24,0,3
25,0,4
26,0,5
27,0,5
28,0,4
29,0,4
30,0,4
31,0,4
1,1,2
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,3
9,1,2
10,1,1
11,1,1
12,1,2
13,1,2
14,1,2
15,1,2
16,1,1
17,1,1
18,1,1
19,1,3
20,1,1
21,1,3
22,1,1
23,1,1
24,1,3
25,1,4
26,1,5
27,1,5
28,1,3
29,1,4
30,1,4
31,1,4
1,2,2
2,2,2
3,2,2
4,2,2
5,2,2
6,2,2
7,2,2
8,2,4
9,2,2
10,2,2
11,2,2
12,2,2
13,2,2
14,2,2
15,2,2
16,2,2
17,2,2
18,2,2
19,2,3
20,2,2
21,2,3
22,2,2
23,2,1
24,2,3
25,2,4
26,2,5
27,2,5
28,2,4
29,2,4
30,2,4
31,2,4
1,3,2
2,3,2
3,3,2
4,3,2
5,3,2
6,3,2
7,3,2
8,3,3
9,3,2
10,3,2
11,3,2
12,3,2
13,3,2
14,3,2
15,3,2
16,3,2
17,3,2
18,3,2
19,3,3
20,3,2
21,3,2
22,3,2
23,3,2
24,3,3
25,3,4
26,3,5
27,3,5
28,3,4
29,3,4
30,3,4
31,3,4
1,4,2
2,4,2
3,4,2
4,4,2
5,4,2
6,4,2
7,4,2
8,4,4
9,4,2
10,4,2
11,4,2
12,4,2
13,4,2
14,4,3
15,4,2
16,4,2
17,4,2
18,4,2
19,4,3
20,4,2
21,4,3
22,4,2
23,4,2
24,4,3
25,4,4
26,4,5
27,4,5
28,4,4
29,4,4
30,4,4
31,4,4
1,5,2
2,5,2
3,5,2
4,5,2
5,5,2
6,5,2
7,5,2
8,5,3
9,5,2
10,5,2
11,5,2
12,5,2
13,5,2
14,5,3
15,5,2
16,5,2
17,5,2
18,5,2
19,5,2
20,5,2
21,5,3
22,5,2
23,5,2
24,5,3
25,5,4
26,5,5
27,5,5
28,5,4
29,5,4
30,5,4
31,5,4
1,6,2
2,6,2
3,6,2
4,6,2
5,6,2
6,6,2
7,6,4
8,6,2
9,6,2
10,6,2
11,6,2
12,6,2
13,6,2
14,6,3
15,6,2
16,6,2
17,6,2
18,6,2
19,6,3
20,6,2
21,6,3
22,6,2
23,6,2
24,6,3
25,6,4
26,6,5
27,6,5
28,6,4
29,6,4
30,6,4
31,6,4
1,7,2
2,7,2
3,7,2
4,7,2
5,7,2
6,7,2
7,7,2
8,7,4
9,7,2
10,7,2
11,7,2
12,7,2
13,7,2
14,7,3
15,7,2
16,7,2
17,7,2
18,7,2
19,7,3
20,7,2
21,7,3
22,7,2
23,7,2
24,7,3
25,7,4
26,7,5
27,7,5
28,7,4
29,7,4
30,7,4
31,7,4
1,8,2
2,8,2
3,8,2
4,8,2
5,8,2
6,8,2
7,8,2
8,8,4
9,8,2
10,8,2
11,8,2
12,8,2
13,8,2
14,8,3
15,8,2
16,8,2
17,8,2
18,8,2
19,8,3
20,8,2
21,8,3
22,8,2
23,8,2
24,8,3
25,8,4
26,8,5
27,8,5
28,8,4
29,8,4
30,8,4
31,8,4
1,9,2
2,9,2
3,9,2
4,9,2
5,9,2
6,9,2
7,9,2
8,9,4
9,9,2
10,9,2
11,9,2
12,9,2
13,9,2
14,9,3
15,9,2
16,9,2
17,9,2
18,9,2
19,9,3
20,9,2
21,9,3
22,9,2
23,9,2
24,9,3
25,9,4
26,9,5
27,9,5
28,9,4
29,9,4
30,9,4
31,9,4
1,10,2
2,10,2
3,10,2
4,10,2
5,10,2
6,10,2
7,10,2
8,10,4
9,10,2
10,10,2
11,10,2
12,10,2
13,10,2
14,10,3
15,10,2
16,10,2
17,10,2
18,10,2
19,10,3
20,10,2
21,10,3
22,10,2
23,10,2
24,10,3
25,10,4
26,10,5
27,10,5
28,10,4
29,10,4
30,10,4
31,10,4
1,11,2
2,11,2
3,11,2
4,11,2
5,11,2
6,11,2
7,11,2
8,11,4
9,11,2
10,11,2
11,11,2
12,11,2
13,11,2
14,11,3
15,11,2
16,11,2
17,11,2
18,11,2
19,11,3
20,11,2
21,11,3
22,11,2
23,11,2
24,11,3
25,11,4
26,11,5
27,11,5
28,11,4
29,11,4
30,11,4
31,11,4
1,12,2
2,12,2
3,12,2
4,12,2
5,12,2
6,12,2
7,12,2
8,12,4
9,12,2
10,12,2
11,12,2
12,12,2
13,12,2
14,12,3
15,12,2
16,12,2
17,12,2
18,12,2
19,12,3
20,12,2
21,12,3
22,12,2
23,12,2
24,12,3
