#,Iteration,Response
1,0,1
2,0,1
3,0,1
4,0,1
5,0,3
6,0,4
7,0,2
8,0,1
9,0,1
10,0,1
11,0,2
12,0,1
13,0,1
14,0,1
15,0,5
16,0,5
17,0,1
1,1,1
2,1,1
3,1,1
4,1,1
5,1,3
6,1,3
7,1,2
8,1,2
9,1,1
10,1,1
11,1,2
12,1,1
13,1,1
14,1,1
15,1,5
16,1,5
17,1,1
1,2,1
2,2,1
3,2,1
4,2,1
5,2,3
6,2,4
7,2,2
8,2,2
9,2,1
10,2,1
11,2,3
12,2,1
13,2,1
14,2,1
15,2,5
16,2,5
17,2,1
1,3,1
2,3,2
3,3,1
4,3,1
5,3,3
6,3,3
7,3,2
8,3,2
9,3,1
10,3,1
11,3,3
12,3,1
13,3,1
14,3,1
15,3,5
16,3,5
17,3,1
1,4,1
2,4,1
3,4,1
4,4,1
5,4,3
6,4,3
7,4,2
8,4,1
9,4,1
10,4,1
11,4,2
12,4,1
13,4,1
14,4,1
15,4,5
16,4,5
17,4,1
1,5,1
2,5,2
3,5,1
4,5,1
5,5,3
6,5,4
7,5,3
8,5,1
9,5,1
10,5,1
11,5,2
12,5,1
13,5,1
14,5,1
15,5,5
16,5,5
17,5,1
1,6,1
2,6,2
3,6,1
4,6,1
5,6,3
6,6,4
7,6,3
8,6,2
9,6,1
10,6,1
11,6,3
12,6,1
13,6,1
14,6,2
15,6,5
16,6,5
17,6,1
1,7,1
2,7,1
3,7,1
4,7,1
5,7,3
6,7,3
7,7,2
8,7,2
9,7,1
10,7,1
11,7,3
12,7,1
13,7,1
14,7,1
15,7,5
16,7,5
17,7,1
1,8,1
2,8,1
3,8,1
4,8,1
5,8,3
6,8,3
7,8,2
8,8,2
9,8,1
10,8,1
11,8,2
12,8,1
13,8,1
14,8,1
15,8,5
16,8,5
17,8,1
